NumStories,ParcelID,Height_Ft,FromH7,Residential Exemption,AC Type,Address,Bath Style 1,Bath Style 2,Bath Style 3,Bathrooms,Bedrooms,Classification Code,Commercial units,Community Preservation,Condition,Exterior Condition,Exterior Finish,FY2024 Building value,FY2024 Gross Tax,FY2024 Land Value,FY2024 Net Tax,FY2024 Total Assessed Value,Fireplaces,Foundation,Grade,Half Bathrooms,Heat Type,Interior Condition,Kitchen Style 1,Kitchen Style 2,Kitchen Style 3,Kitchen Type,Land Use,Living Area,Lot Size,Mixed-use units,Number of Kitchens,Other Fixtures,Parking Spots,Personal Exemption,Property Type,Quality,Residential Exemption,Residential units,Roof Cover,Roof Structure,Size/sqft,Style,Total Rooms,Total units (sum of values),Total units,Type,View,Year Built,distance,formatted,lat,lon,Centr_Lat,Centr_Lon,GoogleLnk,Ground_Elevation_Ft,Model_LOD,ZMax,ZMin
3,1503080000,31.18253521,1,"$3,610.53 ",None,26  FIFIELD ST BOSTON MA 02122,Semi-Modern,Modern,Modern,2,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$14.49 ,Average,Average,Stucco,"$412,800.00 ","$6,149.78 ","$151,400.00 ","$2,553.74 ","$564,200.00 ",0,Stone,Average,1,Ht Water/Steam,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,764 sq ft","1,448 sq ft",,1,0,0,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Mansard,234,Row End,8,,,Deck/Patio,Average,1899,0.743457856,"26 Fifield Street, Dorchester, MA 02122, United States of America",42.30967,-71.06314,42.3096766,-71.06314144,"https://www.google.com/maps/search//@42.307676600270995,-71.0631414435165,263a,35y,39.46t/data=!3m1!1e3",55.81742163,1,86.99995683,51.00002883
2,1301215000,29.70000583,1,$0.00 ,None,17  NONQUIT ST BOSTON MA 02121,No Remodeling,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$27.02 ,,Average,Brick/Stone,"$229,700.00 ","$3,792.11 ","$118,200.00 ","$3,819.13 ","$347,900.00 ",1,Brick,Average,0,Ht Water/Steam,Average,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,518 sq ft","1,938 sq ft",,1,0,0,No,One Family,,No,,Composition,Flat,,Row Middle,7,,,,Fair,1900,1.108471423,"17 Nonquit Street, Dorchester, MA 02125, United States of America",42.31775,-71.06857,42.31775809,-71.06857787,"https://www.google.com/maps/search//@42.3157580927814,-71.0685778728378,263a,35y,39.46t/data=!3m1!1e3",32.8,1,62.50000583,28.00007483
3,1301031010,7.017737978,1,$0.00 ,,7-9 CHAMBLET ST BOSTON MA 02125,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"9,000 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,711,300 ",0,,,1875,10.09596164,"5 Chamblet Street, Boston, MA 02125, United States of America",42.3158498,-71.07171677,42.3158188,-71.07191449,"https://www.google.com/maps/search//@42.3138187996124,-71.0719144930069,263a,35y,39.46t/data=!3m1!1e3",103.1173432,1.5,110.1350812,98.49337217
2,1300045010,23.12928801,1,"$2,316.14 ",None,6  VICTOR ST BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Average,Frame/Clapbrd,"$172,353.00 ","$2,573.49 ","$63,747.00 ",$257.35 ,"$236,100.00 ",0,Concrete,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,536 sq ft","4,382 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,6,,,,Average,2008,2.425711838,"54 Victor Street, Boston, MA 02125, United States of America",42.31979442,-71.07383721,42.319784,-71.07381128,"https://www.google.com/maps/search//@42.3177840045988,-71.0738112818929,263a,35y,39.46t/data=!3m1!1e3",52.37069182,1,75.49997983,46.00003883
3,1301622000,2.788102731,1,"$3,610.53 ",None,161  PLEASANT ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,9,0105 (Residential Property  / THREE-FAM DWELLING),,$94.66 ,Average,Average,Asbestos,"$1,014,700.00 ","$14,166.73 ","$285,000.00 ","$10,650.86 ","$1,299,700.00 ",0,Stone,Average,3,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,894 sq ft","4,395 sq ft",,3,0,2,No,Three Family,AVERAGE,Yes,,Composition,Flat,400,Decker,18,,,Garage,Average,1905,1.615798581,"218 Hancock Street, Boston, MA 02125, United States of America",42.31024015,-71.06027872,42.3101903,-71.06021428,"https://www.google.com/maps/search//@42.3081903005673,-71.0602142818161,263a,35y,39.46t/data=!3m1!1e3",22.01644044,1.5,24.80454317,15.43087425
2,1300085010,8.459995833,1,"$2,034.59 ",None,36  HARLOW ST BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,3,0101 (Residential Property  / SINGLE FAM DWELLING),,$0.00 ,,Average,Vinyl,"$151,402.00 ","$2,260.66 ","$55,998.00 ",$226.07 ,"$207,400.00 ",0,Concrete,Average,1,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,388 sq ft","5,630 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Semi-Det,6,,,,Average,1998,11.03801861,"36 Harlow Street, Dorchester, MA 02125, United States of America",42.319484,-71.072838,42.31941965,-71.07294022,"https://www.google.com/maps/search//@42.317419649993596,-71.0729402242949,263a,35y,39.46t/data=!3m1!1e3",59.04,1,67.49999583,56.00001883
3,1302138000,34.32002283,1,$0.00 ,None,1077-1079 DORCHESTER AV BOSTON MA 02125,No Remodeling,No Remodeling,No Remodeling,5,9,0105 (Residential Property  / THREE-FAM DWELLING),,$127.96 ,,Average,Vinyl,"$960,700.00 ","$13,885.51 ","$313,200.00 ","$14,013.47 ","$1,273,900.00 ",0,Brick,Average,0,Ht Water/Steam,Average,No Remodeling,Semi-Modern,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,662 sq ft","3,509 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,18,,,,Average,1905,0,"1077;1079 Dorchester Avenue, Boston, MA 02125, United States of America",42.313875,-71.05724277,42.31388047,-71.05724458,"https://www.google.com/maps/search//@42.3118804696742,-71.057244578679,263a,35y,39.46t/data=!3m1!1e3",19.68,1,54.00002283,15.00010083
2.5,1301416000,-0.549553812,1,"$3,610.53 ",None,11  WINDERMERE RD BOSTON MA 02125,Modern,Modern,Modern,3,6,0101 (Residential Property  / SINGLE FAM DWELLING),,$74.61 ,Average,Good,Wood Shake,"$893,400.00 ","$12,161.13 ","$222,300.00 ","$8,625.21 ","$1,115,700.00 ",1,Stone,Average,0,Ht Water/Steam,Good,Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,451 sq ft","4,075 sq ft",,1,0,2,No,One Family,AVERAGE,Yes,,Slate,Gable,240,Colonial,10,,,Garage,Average,1890,4.017234212,"11 Windermere Road, Boston, MA 02125, United States of America",42.31497065,-71.06256811,42.31505712,-71.06255649,"https://www.google.com/maps/search//@42.3130571230694,-71.0625564919809,263a,35y,39.46t/data=!3m1!1e3",65.47048656,1.5,64.92093275,57.941616
2.5,1300265000,6.647225068,1,"$3,610.53 ",None,75  HOWARD AV BOSTON MA 02125,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$48.50 ,Good,Average,Vinyl,"$614,800.00 ","$9,550.58 ","$261,400.00 ","$5,988.55 ","$876,200.00 ",0,Stone,Average,2,Ht Water/Steam,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,164 sq ft","4,383 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Asphalt Shingl,Gable,120,Conventional,18,,,Shed,Average,1900,7.875072833,"77 Howard Avenue, Boston, MA 02121, United States of America",42.31835615,-71.07442686,42.31848088,-71.07443195,"https://www.google.com/maps/search//@42.316480877269996,-71.0744319488293,263a,35y,39.46t/data=!3m1!1e3",65.35276177,1,71.99998683,62.50000583
3,1302021000,32.98000583,1,$0.00 ,Central AC,1003  DORCHESTER AV BOSTON MA 02125,Modern,Modern,Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$130.45 ,,Average,Vinyl,"$1,046,400.00 ","$14,135.12 ","$250,400.00 ","$14,265.57 ","$1,296,800.00 ",0,Brick,Average,0,Ht Water/Steam,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,720 sq ft","2,084 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,17,,,,Average,1905,0,"1003 Dorchester Avenue, Boston, MA 02125, United States of America",42.3166008,-71.05691947,42.31661271,-71.05692042,"https://www.google.com/maps/search//@42.314612713853094,-71.0569204157893,263a,35y,39.46t/data=!3m1!1e3",29.52,1,62.50000583,24.50008183
3,1301684000,2.700112333,1,"$3,610.53 ",None,80  HANCOCK ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$77.43 ,,Average,Vinyl,"$892,500.00 ","$12,443.44 ","$249,100.00 ","$8,910.34 ","$1,141,600.00 ",0,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,No Remodeling,No Remodeling,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,894 sq ft","3,058 sq ft",,3,1,0,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,1.606762543,"80 Hancock Street, Boston, MA 02125, United States of America",42.31304035,-71.06462279,42.31304291,-71.06475478,"https://www.google.com/maps/search//@42.3110429069327,-71.0647547779497,263a,35y,39.46t/data=!3m1!1e3",45.92,1.5,48.62011233,40.82518042
3,1302078000,39.54000583,1,$0.00 ,,1037  DORCHESTER AV BOSTON MA 02125,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"5,191 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$1,639,000 ",0,,,1905,0,"1037 Dorchester Avenue, Boston, MA 02125, United States of America",42.31523465,-71.05692824,42.31524104,-71.05693512,"https://www.google.com/maps/search//@42.3132410403977,-71.0569351257422,263a,35y,39.46t/data=!3m1!1e3",22.96,1,62.50000583,21.50008783
3,1301618000,7.121105594,1,$0.00 ,None,145  PLEASANT ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$115.86 ,,Average,Asphalt,"$818,900.00 ","$12,675.61 ","$344,000.00 ","$12,791.47 ","$1,162,900.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,336 sq ft","6,163 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,13.78868279,"143 Pleasant Street, Boston, MA 02125, United States of America",42.3107741,-71.05973685,42.3108343,-71.05999067,"https://www.google.com/maps/search//@42.3088342986597,-71.0599906713802,263a,35y,39.46t/data=!3m1!1e3",27.37895624,1,34.50006183,21.50008783
2,1302101000,13.04005883,1,"$3,610.53 ",None,24  PEARL ST BOSTON MA 02125,Semi-Modern,Semi-Modern,,2,5,0104 (Residential Property  / TWO-FAM DWELLING),,$63.25 ,Average,Average,Vinyl,"$660,400.00 ","$11,025.35 ","$351,100.00 ","$7,478.07 ","$1,011,500.00 ",0,Stone,Average,0,Electric,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"3,400 sq ft","10,500 sq ft",,2,0,9,No,Two Family,AVERAGE,Yes,,Asphalt Shingl,Gable,2000,Conventional,10,,,Garage,Average,1923,7.841941483,"24 Pearl Street, Boston, MA 02125, United States of America",42.3147186,-71.05837166,42.31457606,-71.05850112,"https://www.google.com/maps/search//@42.3125760562722,-71.0585011165981,263a,35y,39.46t/data=!3m1!1e3",22.96,1,36.00005883,19.50009183
3,1301444000,1.537993015,1,"$3,610.53 ",None,115  STOUGHTON ST BOSTON MA 02125,Modern,Semi-Modern,Semi-Modern,2,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$47.56 ,Excellent,Average,Brick/Stone,"$682,200.00 ","$9,456.84 ","$185,400.00 ","$5,893.87 ","$867,600.00 ",0,Brick,Good,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"3,105 sq ft","2,640 sq ft",,1,0,0,No,One Family,AVERAGE,Yes,,Composition,Flat,,Row Middle,9,,,Sauna,Average,1890,7.819087722,"107,109,111,113,115,117,119,121 Stoughton Street, Boston, MA 02125, United States of America",42.3152683,-71.06166917,42.31514754,-71.06174111,"https://www.google.com/maps/search//@42.3131475405579,-71.0617411101188,263a,35y,39.46t/data=!3m1!1e3",39.52111082,1.5,41.05910383,33.54468317
2.5,1301029000,36.72963935,1,"$3,610.53 ",None,3  CHAMBLET ST BOSTON MA 02125,Modern,Semi-Modern,Semi-Modern,4,7,0105 (Residential Property  / THREE-FAM DWELLING),,$67.77 ,Average,Average,Vinyl,"$743,500.00 ","$11,477.70 ","$309,500.00 ","$7,934.94 ","$1,053,000.00 ",2,Stone,Average,0,Ht Water/Steam,Average,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"4,783 sq ft","4,500 sq ft",,3,0,4,No,Three Family,VERY GOOD,Yes,,Asphalt Shingl,Gable,576,Conventional,16,,,Garage,Average,1875,0,"3 Chamblet Street, Boston, MA 02125, United States of America",42.315826,-71.07153304,42.31584859,-71.07153257,"https://www.google.com/maps/search//@42.3138485923295,-71.0715325655513,263a,35y,39.46t/data=!3m1!1e3",91.27023548,1,127.9998748,89.99995083
2,1302149000,22.82004583,1,$0.00 ,None,22  TREADWAY RD BOSTON MA 02125,Semi-Modern,,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$60.77 ,,Average,Vinyl,"$455,000.00 ","$7,166.75 ","$202,500.00 ","$7,227.52 ","$657,500.00 ",0,Brick,Average,0,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,979 sq ft","3,456 sq ft",,1,0,0,No,One Family,,No,,Asphalt Shingl,Gable,,Colonial,7,,,,Average,1900,0,"22 Treadway Road, Boston, MA 02125, United States of America",42.31373305,-71.05844878,42.31374563,-71.05844513,"https://www.google.com/maps/search//@42.3117456339551,-71.0584451335199,263a,35y,39.46t/data=!3m1!1e3",19.68,1,42.50004583,15.00010083
3,1300165000,36.17993383,1,$0.00 ,None,14  HARLOW ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,11,0105 (Residential Property  / THREE-FAM DWELLING),,$109.87 ,,Good,Vinyl,"$899,800.00 ","$12,077.20 ","$208,200.00 ","$12,187.07 ","$1,108,000.00 ",0,Stone,Average,0,Ht Water/Steam,Good,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,683 sq ft","4,333 sq ft",,3,0,4,No,Three Family,,No,,Composition,Flat,,Decker,17,,,,Average,1905,0,"14 Harlow Street, Boston, MA 02125, United States of America",42.31906355,-71.07214704,42.3190799,-71.07214449,"https://www.google.com/maps/search//@42.31707990063,-71.0721444946438,263a,35y,39.46t/data=!3m1!1e3",62.32,1,98.49993383,57.50001583
3,1502643000,39.51994683,1,$0.00 ,None,41  PAYSON AV BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,8,0105 (Residential Property  / THREE-FAM DWELLING),,$83.20 ,,Average,Vinyl,"$598,400.00 ","$9,409.97 ","$264,900.00 ","$9,493.17 ","$863,300.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,519 sq ft","3,570 sq ft",,3,0,0,No,Three Family,,No,,Rubber Roof,Flat,,Decker,17,,,,Average,1905,0,"41 Payson Avenue, Boston, MA 02125, United States of America",42.31324755,-71.06679664,42.31325932,-71.0668005,"https://www.google.com/maps/search//@42.3112593183866,-71.0668004994819,263a,35y,39.46t/data=!3m1!1e3",52.48,1,91.99994683,52.50002583
2.5,1301523000,34.42015392,1,"$3,610.53 ",Ductless AC,95  CUSHING AV BOSTON MA 02125,Semi-Modern,Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$78.68 ,Average,Average,Wood Shake,"$886,800.00 ","$12,568.79 ","$266,300.00 ","$9,036.94 ","$1,153,100.00 ",0,Stone,Average,1,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,912 sq ft","3,567 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Asphalt Shingl,Gable,70,Conventional,14,,,Shed,Average,1910,0,"95 Cushing Avenue, Boston, MA 02125, United States of America",42.31348445,-71.06326723,42.313504,-71.06325193,"https://www.google.com/maps/search//@42.3115039988637,-71.0632519331367,263a,35y,39.46t/data=!3m1!1e3",118.08,1,152.5001539,116.4998978
2,1501859000,12.79047709,1,"$3,610.53 ",None,8  BARRY PK BOSTON MA 02125,Modern,Semi-Modern,Semi-Modern,3,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$9.37 ,Average,Average,Vinyl,"$323,900.00 ","$5,637.48 ","$193,300.00 ","$2,036.32 ","$517,200.00 ",0,Stone,Average,0,Ht Water/Steam,Average,No Remodeling,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"3,463 sq ft","7,310 sq ft",,1,0,4,No,One Family,AVERAGE,Yes,,Asphalt Shingl,Gable,702,Colonial,11,,,Garage,Average,1885,5.549506391,"8 Barry Park, Boston, MA 02125, United States of America",42.30926065,-71.06710122,42.30914771,-71.06706172,"https://www.google.com/maps/search//@42.3071477134695,-71.0670617202228,263a,35y,39.46t/data=!3m1!1e3",82.20946374,1,94.99994083,78.49997383
2,1301571000,6.53715943,1,$0.00 ,None,15  DOWNER AV BOSTON MA 02125,Modern,Modern,Modern,3,3,0104 (Residential Property  / TWO-FAM DWELLING),,$76.55 ,,Good,Wood Shake,"$521,900.00 ","$8,745.07 ","$280,400.00 ","$8,821.62 ","$802,300.00 ",1,Brick,Average,0,Ht Water/Steam,Average,Modern,Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,068 sq ft","5,042 sq ft",,2,0,0,No,Two Family,,No,,Slate,Gable,,Conventional,9,,,,Average,1900,1.886574641,"15 Downer Avenue, Boston, MA 02125, United States of America",42.31141825,-71.0603432,42.31140108,-71.06041213,"https://www.google.com/maps/search//@42.3094010823018,-71.0604121317494,263a,35y,39.46t/data=!3m1!1e3",53.5809614,1.5,60.11812083,47.45082333
3,1301877000,23.7026797,1,$0.00 ,Central AC,19  PLEASANT ST BOSTON MA 02125,Modern,Modern,Modern,3,11,0105 (Residential Property  / THREE-FAM DWELLING),,$178.96 ,,Good,Vinyl,"$1,453,300.00 ","$18,985.62 ","$288,500.00 ","$19,164.58 ","$1,741,800.00 ",1,Stone,Average,3,Ht Water/Steam,Good,Modern,Modern,Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,957 sq ft","3,860 sq ft",,3,0,4,No,Three Family,,No,,Rubber Roof,Flat,,Decker,18,,,,Average,1905,0,"19 Pleasant Street, Boston, MA 02125, United States of America",42.31741295,-71.05947215,42.31742498,-71.05947506,"https://www.google.com/maps/search//@42.3154249774871,-71.0594750602025,263a,35y,39.46t/data=!3m1!1e3",33.79733614,1,57.50001583,29.50007183
3,1502877010,,1,$0.00 ,,5 -7-9 CLARKSON ST BOSTON MA 02125,,,,,,0995 (Exempt Property Type / CONDO MAIN),0,$0.00 ,,,,$0.00 ,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,,,,,,,,,,,0 sq ft,"11,437 sq ft",0,,,,No,Condo Main Building,,No,0,,,,,,"$3,221,300 ",0,,,2014,0,"9 Clarkson Street, Boston, MA 02125, United States of America",42.30948615,-71.06610485,42.30949704,-71.06609587,"https://www.google.com/maps/search//@42.30749703700003,-71.06609586949996,263a,35y,39.46t/data=!3m1!1e3",,1,103.6088475,64.41273167
2.5,1300060000,29.51996683,1,"$3,610.53 ",None,123  BROOK AV BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,2,7,0104 (Residential Property  / TWO-FAM DWELLING),,$17.98 ,,Average,Vinyl,"$446,700.00 ","$6,498.58 ","$149,500.00 ","$2,906.03 ","$596,200.00 ",0,Stone,Average,1,Forced Hot Air,Good,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,853 sq ft","3,198 sq ft",,2,0,3,No,Two Family,,Yes,,Asphalt Shingl,Gable,,Conventional,11,,,,Average,1900,0,"123 Brook Avenue, Boston, MA 02119, United States of America",42.3203129,-71.07274847,42.32032105,-71.07276142,"https://www.google.com/maps/search//@42.318321047412894,-71.0727614207722,263a,35y,39.46t/data=!3m1!1e3",52.48,1,81.99996683,46.00003883
2.5,1301513000,8.200048833,1,"$3,610.53 ",None,11  SAWYER AV BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$61.85 ,Fair,Average,Asbestos,"$768,600.00 ","$10,885.83 ","$230,100.00 ","$7,337.15 ","$998,700.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,Semi-Modern,2 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,521 sq ft","3,240 sq ft",,3,0,3,No,Three Family,AVERAGE,Yes,,Asphalt Shingl,Hip,180,Conventional,13,,,Garage,Average,1910,5.904549619,"11 Sawyer Avenue, Boston, MA 02125, United States of America",42.3130464,-71.0596746,42.31315309,-71.05962437,"https://www.google.com/maps/search//@42.3111530859266,-71.0596243665217,263a,35y,39.46t/data=!3m1!1e3",32.8,1,41.00004883,29.50007183
2,1301976000,14.92887646,1,"$3,610.53 ",None,12  HOWES ST BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,6,0101 (Residential Property  / SINGLE FAM DWELLING),,$31.07 ,,Average,Asbestos,"$494,700.00 ","$7,807.67 ","$221,600.00 ","$4,228.21 ","$716,300.00 ",1,Stone,Average,1,Ht Water/Steam,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,102 sq ft","3,368 sq ft",,1,1,1,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,9,,,,Average,1900,0,"12 Howes Street, Boston, MA 02125, United States of America",42.31774325,-71.05765297,42.31775086,-71.05765446,"https://www.google.com/maps/search//@42.315750859708096,-71.0576544608295,263a,35y,39.46t/data=!3m1!1e3",31.07116238,1,46.00003883,28.00007483
2.5,1301040000,34.43988483,1,"$3,610.53 ",None,11  HALF MOON ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,5,0101 (Residential Property  / SINGLE FAM DWELLING),,$4.04 ,Average,Average,Vinyl,"$346,200.00 ","$5,894.72 ","$194,600.00 ","$1,498.23 ","$540,800.00 ",0,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"3,511 sq ft","5,712 sq ft",,2,1,3,Yes,One Family,AVERAGE,Yes,,Asphalt Shingl,Hip,308,Colonial,13,,,Deck/Patio,Average,1910,0,"11 Half Moon Street, Boston, MA 02125, United States of America",42.31678595,-71.07155292,42.31679419,-71.07157111,"https://www.google.com/maps/search//@42.3147941877186,-71.0715711135966,263a,35y,39.46t/data=!3m1!1e3",88.56,1,122.9998848,86.99995683
3,1302171000,32.60003283,1,"$3,610.53 ",None,30  DORIS ST BOSTON MA 02125,Semi-Modern,Semi-Modern,Semi-Modern,3,6,0105 (Residential Property  / THREE-FAM DWELLING),,$83.30 ,,Good,Vinyl,"$951,300.00 ","$13,030.95 ","$244,200.00 ","$9,503.72 ","$1,195,500.00 ",0,Stone,Average,0,Forced Hot Air,Average,Semi-Modern,Semi-Modern,Semi-Modern,3 Full Eat In Kitchens,105 - THREE-FAM DWELLING,"3,309 sq ft","2,145 sq ft",,3,0,0,No,Three Family,,Yes,,Rubber Roof,Flat,,Decker,15,,,,Average,1905,0,"30 Doris Street, Boston, MA 02125, United States of America",42.31341715,-71.05776127,42.31342229,-71.05776153,"https://www.google.com/maps/search//@42.3114222878639,-71.0577615326675,263a,35y,39.46t/data=!3m1!1e3",16.4,1,49.00003283,11.50010783
2.5,1300213000,31.3754096,1,"$3,610.53 ",None,13  ROBIN HOOD ST BOSTON MA 02125,Modern,Semi-Modern,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$18.53 ,,Average,Frame/Clapbrd,"$443,700.00 ","$6,553.08 ","$157,500.00 ","$2,961.08 ","$601,200.00 ",0,Stone,Average,1,Forced Hot Air,Good,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"2,914 sq ft","3,958 sq ft",,1,0,2,No,One Family,,Yes,,Asphalt Shingl,Gable,,Colonial,9,,,,Average,1900,0,"13 Robin Hood Street, Boston, MA 02125, United States of America",42.3178989,-71.0714811,42.31790715,-71.07148719,"https://www.google.com/maps/search//@42.3159071492344,-71.0714871931712,263a,35y,39.46t/data=!3m1!1e3",81.62449524,1,112.9999048,80.49996983
2,1503154000,9.660091833,1,$0.00 ,None,BAY ST BOSTON MA 02125,Semi-Modern,Semi-Modern,,1,4,0101 (Residential Property  / SINGLE FAM DWELLING),,$73.42 ,Average,Average,Vinyl,"$485,600.00 ","$8,432.24 ","$288,000.00 ","$8,505.66 ","$773,600.00 ",0,Concrete,Average,1,Forced Hot Air,Average,Semi-Modern,,,1 Full Eat In Kitchens,101 - SINGLE FAM DWELLING,"1,650 sq ft","5,215 sq ft",,1,0,3,No,One Family,VERY GOOD,No,,Asphalt Shingl,Gable,384,Colonial,7,,,Carport,Average,1997,7.271867048,"4 Bay Street, Boston, MA 02125, United States of America",42.31141875,-71.05710993,42.31140548,-71.05694104,"https://www.google.com/maps/search//@42.3094054776563,-71.0569410450651,263a,35y,39.46t/data=!3m1!1e3",9.84,1,19.50009183,5.000120833
2,1300968000,32.65988183,1,$0.00 ,None,4  HARTFORD CT BOSTON MA 02125,Semi-Modern,Semi-Modern,,2,4,0104 (Residential Property  / TWO-FAM DWELLING),,$43.67 ,,Average,Wood Shake,"$312,900.00 ","$5,456.54 ","$187,700.00 ","$5,500.21 ","$500,600.00 ",1,Stone,Average,0,Ht Water/Steam,Average,Semi-Modern,Semi-Modern,,2 Full Eat In Kitchens,104 - TWO-FAM DWELLING,"2,174 sq ft","2,946 sq ft",,2,1,0,No,Two Family,,No,,Asphalt Shingl,Hip,,Conventional,8,,,,Average,1920,0,"4 Hartford Court, Boston, MA 02121, United States of America",42.31424565,-71.07258015,42.31425063,-71.07257844,"https://www.google.com/maps/search//@42.312250625821996,-71.0725784364356,263a,35y,39.46t/data=!3m1!1e3",91.84,1,124.4998818,91.99994683
